"Advertiser ID","Advertiser","Campaign Group ID","Campaign Group","Campaign ID","Campaign","Domains","App Title","Channel Type","Channel Subtype","Media Cost","Third-Party CPM Fee","Third-Party CPC Fee","Impressions","Clicks","Conversions","eCPM","CTR","CVR","eCPC","eCPA","Secondary Conversions","Conversion Revenue","ROAS","eCPE","eCPA (Secondary)"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183430","Le couple en quête de déconnexion_Display Ad","geo.fr","","Display","Standard","€0,15 ","€0,00 ","€0,00 ","39","0","0","€3,81 ","0,00%","n/a","n/a","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183430","Le couple en quête de déconnexion_Display Ad","orange.fr","","Display","Standard","€17,58 ","€0,00 ","€0,00 ","3 847","0","0","€4,57 ","0,00%","n/a","n/a","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","lejournaldelamaison.fr","","Native","Standard","€11,19 ","€0,00 ","€0,00 ","3 041","20","0","€3,68 ","0,66%","0,00%","€0,56 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","vice.com","","Native","Standard","€0,01 ","€0,00 ","€0,00 ","2","0","0","€3,78 ","0,00%","n/a","n/a","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183139","La famille exploratrice_Display Ad","capital.fr","","Display","Standard","€0,26 ","€0,00 ","€0,00 ","59","0","0","€4,36 ","0,00%","n/a","n/a","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183139","La famille exploratrice_Display Ad","elle.fr","","Display","Standard","€0,01 ","€0,00 ","€0,00 ","3","0","0","€4,16 ","0,00%","n/a","n/a","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","programme-tv.net","","Native","Standard","€75,42 ","€0,00 ","€0,00 ","20 814","460","0","€3,62 ","2,21%","0,00%","€0,16 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","viepratique.fr","","Native","Standard","€7,42 ","€0,00 ","€0,00 ","2 022","7","0","€3,67 ","0,35%","0,00%","€1,06 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183139","La famille exploratrice_Display Ad","tripadvisor.fr","","Display","Standard","€0,00 ","€0,00 ","€0,00 ","1","0","0","€4,66 ","0,00%","n/a","n/a","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183139","La famille exploratrice_Display Ad","estrepublicain.fr","","Display","Standard","€0,38 ","€0,00 ","€0,00 ","99","0","0","€3,79 ","0,00%","n/a","n/a","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183139","La famille exploratrice_Display Ad","corsematin.com","","Display","Standard","€0,03 ","€0,00 ","€0,00 ","8","0","0","€3,77 ","0,00%","n/a","n/a","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","grazia.fr","","Native","Standard","€10,90 ","€0,00 ","€0,00 ","2 964","12","0","€3,68 ","0,40%","0,00%","€0,91 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","challenges.fr","","Native","Standard","€0,84 ","€0,00 ","€0,00 ","232","5","0","€3,64 ","2,16%","0,00%","€0,17 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
